season,station,count,obs_mean,pred_mean,bias,mae,rmse,r2,rel_bias,rel_rmse,nse,corr,pbias,season
Winter,KVGT0,1585,0.224416403785489,0.43579773610234,0.21138133231685105,0.3533862933318372,1.4680091531202673,0.11913868506023495,0.9419156922187486,6.541452087983197,0.11913868506023495,0.7189212787828639,94.19156922187486,Winter
Winter,KCXP0,350,2.618857142857143,3.0160830125551996,0.3972258696980567,1.6013149619632288,4.10113280160791,0.6501590218399937,0.15167909054584314,1.5660009606837968,0.6501590218399937,0.852025815276485,15.167909054584314,Winter
Winter,KP680,1247,0.7519647153167602,0.9997090312972162,0.24774431598045576,0.6976050179458066,1.711081505704648,0.46660047449076647,0.32946268745614626,2.2754811108176347,0.46660047449076647,0.7474453173956902,32.946268745614624,Winter
Winter,72387,4017,0.5819268110530246,0.6984309443274557,0.11650413327443106,0.618032793608639,2.1444057687617577,0.3204054469441182,0.2002040996592187,3.6850093998613884,0.3204054469441182,0.6247162487659912,20.020409965921868,Winter
Winter,72477,2439,0.6673226732267322,1.0457136245346683,0.3783909513079361,0.7826154034485584,1.800886511483218,0.19153432994145292,0.5670284653723618,2.698674245212318,0.19153432994145292,0.6740405622182652,56.702846537236184,Winter
Winter,KBAM0,350,1.1402857142857143,1.3309039024709384,0.19061818818522408,0.883001231224596,1.8055399784583541,0.5183297315729103,0.16716704050320327,1.5834101539975542,0.5183297315729103,0.7587369668065669,16.716704050320327,Winter
Winter,KMEV0,352,3.0588068181818184,4.182706821785363,1.1239000036035447,2.319652693018653,5.865420471140881,0.4651546347376774,0.3674308547120346,1.917551784008164,0.4651546347376774,0.8118045150344996,36.743085471203464,Winter
Winter,72583,4017,0.7414986308190191,1.1861416749747367,0.4446430441557176,0.9148658646145641,2.109872156453273,0.03817381800313879,0.5996545720719525,2.845416119140804,0.03817381800313879,0.6043924746146045,59.965457207195236,Winter
Winter,70580,2676,0.6639760837070254,1.0217141832497068,0.3577380995426811,0.8540507077168235,2.064000015757585,0.11100769637825769,0.5387816042189412,3.108545723867232,0.11100769637825769,0.5888550917309475,53.878160421894115,Winter
Winter,72485,1855,0.1641509433962264,0.41438723724499016,0.2502362938487637,0.3388880123591354,1.2069115243011534,-0.5478314559192372,1.52442799700971,7.352449515857602,-0.5478314559192372,0.6258622078347894,152.442799700971,Winter
Winter,72488,4017,0.9361214836942992,2.3345742980179445,1.398452814323645,1.6633889904924524,4.3601012500990315,-0.4947141763521037,1.4938796285336886,4.657623317106641,-0.4947141763521037,0.7410670354081735,149.38796285336886,Winter
Winter,74614,829,0.6089264173703257,0.9464415414493385,0.33751512407901285,0.7747192060274455,2.341221520271911,0.12257655087111707,0.5542789973484581,3.8448348658982052,0.12257655087111707,0.630604395715149,55.42789973484581,Winter
Winter,KBVU0,350,0.5534285714285714,0.636259770640178,0.08283119921160656,0.5596904429616484,1.915503683951226,0.18040213853017983,0.14966917771844243,3.461157921440006,0.18040213853017983,0.5950766894190574,14.966917771844242,Winter
Winter,72385,1454,1.4127922971114166,0.9368938662272364,-0.47589843088418043,1.768046172468651,3.9178551293479065,-0.7078248070253301,-0.3368495368053736,2.773128886219383,-0.7078248070253301,0.12694108412034444,-33.684953680537355,Winter
Winter,KTMT0,350,1.1702857142857144,1.4625206013150305,0.2922348870293164,0.9507491489696672,2.2247215455480926,0.394706122062939,0.24971242788149592,1.9010071800337704,0.394706122062939,0.7868128857307173,24.97124278814959,Winter
Winter,72580,2043,0.9035242290748899,0.8830826043210367,-0.02044162475385322,1.1622597723845283,2.7813248690829755,-0.35634458597305163,-0.022624323837760512,3.078306900447759,-0.35634458597305163,0.2674532380764174,-2.2624323837760514,Winter
Winter,72487,339,0.27492625368731566,0.9090894055569941,0.6341631518696783,0.785695940170975,2.535828511949936,-3.724597462335911,2.306666400040997,9.223668085311463,-3.724597462335911,0.49211581089237033,230.6666400040997,Winter
Winter,KHND0,468,0.3294871794871795,0.4928986983378955,0.16341151885071598,0.40460739590572536,1.482335446431605,-0.08732926695358834,0.495957138924352,4.4989169191309415,-0.08732926695358834,0.6105840239663802,49.5957138924352,Winter
Winter,KNFL0,1369,0.33864134404674945,0.567227080638693,0.22858573659194356,0.4648375882328681,1.5456416785769065,0.3409739953197446,0.6750083550353122,4.564243869654411,0.3409739953197446,0.7162905395254842,67.50083550353122,Winter
Winter,KLSV0,350,0.5339999999999999,0.5683079211114566,0.03430792111145656,0.47860250966690193,1.8278147010911285,0.14776853673760904,0.0642470432798812,3.4228739720807657,0.14776853673760904,0.5943463335645187,6.424704327988121,Winter
Winter,72486,4017,0.6536221060492906,1.1676432150719847,0.514021109022694,0.865422383553055,2.100321379692854,0.004025248351544053,0.7864194069714205,3.2133573210794464,0.004025248351544053,0.6526844746506242,78.64194069714205,Winter
Winter,72282,1486,4.286271870794078,0.7402442096488703,-3.546027661145208,4.775062750035829,13.001670578029183,-0.13360858697643652,-0.8272988200555436,3.033328489175019,-0.13360858697643652,-0.0654266909445427,-82.72988200555437,Winter
Winter,72386,4017,0.45782922579039087,0.720701781381947,0.26287255559155603,0.5871791943292299,2.1858948671299268,0.06094866612768046,0.574171636023751,4.774476472873098,0.06094866612768046,0.6477878189165236,57.41716360237511,Winter
Winter,KRTS0,351,2.235897435897436,2.608655242235154,0.37275780633771816,1.3577255447907108,3.4917594776797563,0.578119343754447,0.16671507393544735,1.5616814177696157,0.578119343754447,0.840510791327276,16.671507393544733,Winter
Winter,KHTH0,350,1.5171428571428571,1.365098320833147,-0.15204453630971002,1.0896106741031164,3.2958153612827057,0.49695659901579203,-0.1002176793001855,2.172383006495192,0.49695659901579203,0.7184233188791476,-10.02176793001855,Winter
Spring,KVGT0,1687,0.1251333728512152,0.2141694588592437,0.08903608600802851,0.19612002507379245,0.9238832686328754,0.2732685015030074,0.7115294983209098,7.383188413944389,0.2732685015030074,0.6001547894319063,71.152949832091,Spring
Spring,KCXP0,368,0.961413043478261,1.3153019613808017,0.35388891790254073,0.830231758598651,2.2462729702436177,0.38146633629251014,0.36809248668212263,2.3364286406151815,0.38146633629251014,0.801902540731978,36.80924866821227,Spring
Spring,KP680,1254,0.9411483253588515,1.2658225282786584,0.3246742029198065,0.9646610703783288,2.1807152776234027,0.3564146678021627,0.3449766568898809,2.3170792731229852,0.3564146678021627,0.6713276449328135,34.497665688988086,Spring
Spring,72387,4125,0.33684848484848484,0.44585251836637046,0.1090040335178856,0.4442229515219475,1.768478330745456,0.11658508386316535,0.3235995957260008,5.250070611245056,0.11658508386316535,0.528956489792575,32.35995957260008,Spring
Spring,72477,2484,0.8580515297906602,1.3383577193279217,0.48030618953726156,1.046077840982638,2.3569457129183413,0.10046559991001147,0.5597638053910846,2.7468580045459134,0.10046559991001147,0.609995227498986,55.976380539108455,Spring
Spring,KBAM0,368,0.9934782608695653,1.1123899744518826,0.11891171358231735,0.8133579702347182,1.8895207825285083,0.33698179732363487,0.1196923156408446,1.901924638868958,0.33698179732363487,0.6784891899229202,11.969231564084458,Spring
Spring,KMEV0,368,1.1703804347826086,1.779503663752689,0.6091232289700805,1.0565314826953054,2.803728491971347,0.39757838742669316,0.5204489163245639,2.3955701997804875,0.39757838742669316,0.8489223824471281,52.044891632456384,Spring
Spring,72583,4140,0.80768115942029,1.2717440307599217,0.46406287133963176,0.9783081536052007,2.2257757219203906,0.15043109397983778,0.5745619616442595,2.7557603590975583,0.15043109397983778,0.661645860507712,57.45619616442597,Spring
Spring,70580,3112,0.6708547557840616,1.265200238206677,0.5943454824226152,1.0471713569315608,2.273640276461439,-0.13675190279793625,0.885952551276131,3.3891692007223253,-0.13675190279793625,0.5895802292955693,88.5952551276131,Spring
Spring,72485,1925,0.14083116883116883,0.36778662485010477,0.22695545601893594,0.342844559875519,1.1612586677863181,-0.7513969776756793,1.6115427991016291,8.245750407556852,-0.7513969776756793,0.45343177906896914,161.15427991016293,Spring
Spring,72488,4140,0.49,1.4714842218446729,0.9814842218446728,1.2426116137775347,3.168936198546061,-1.4113301059376768,2.0030290241728017,6.467216731726655,-1.4113301059376768,0.5526158843665235,200.30290241728017,Spring
Spring,74614,662,0.27915407854984897,0.3974700374579771,0.11831595890812814,0.33635656300206684,1.0316678520761937,0.4065254886174401,0.42383747184621656,3.695693279623594,0.4065254886174401,0.6982739577736687,42.38374718462166,Spring
Spring,KBVU0,368,0.2779891304347826,0.32154854240654723,0.043559411971764585,0.3118494381567977,1.6147781925342983,0.09248440416910919,0.15669465890136233,5.808781767865315,0.09248440416910919,0.4566001007953346,15.669465890136236,Spring
Spring,72385,1472,1.5444972826086956,0.533325113236635,-1.0111721693720606,1.7175565199084772,4.694673566218065,-0.18063728337676377,-0.6546933949046286,3.0396127070477204,-0.18063728337676377,0.038641902825739365,-65.46933949046286,Spring
Spring,KTMT0,368,1.0896739130434783,1.1436485614079897,0.05397464836451141,0.8017189878083643,2.2004538524124766,0.3430079370008934,0.04953284438438952,2.0193691214159384,0.3430079370008934,0.6393854888953437,4.953284438438952,Spring
Spring,72580,2083,0.8499279884781564,0.7898548660338097,-0.06007312244434679,1.0902142522297398,2.617096799464912,-0.1862265775829426,-0.07068024969022502,3.079198279081232,-0.1862265775829426,0.32298923905563653,-7.068024969022502,Spring
Spring,72487,409,0.5564792176039121,0.9285795469878049,0.37210032938389287,0.7210274968648865,1.9946510434565554,0.0363170992011963,0.6686688695870482,3.5844124638564634,0.0363170992011963,0.5893583625837374,66.86688695870482,Spring
Spring,KHND0,413,0.29661016949152547,0.30788086078376703,0.011270691292241616,0.3098654440680334,1.5556525478954473,0.32915911362631045,0.037998330642414584,5.244771447190364,0.32915911362631045,0.5772812242999028,3.799833064241459,Spring
Spring,KNFL0,1448,0.3020718232044199,0.39673326229393147,0.09466143908951156,0.37799855359495255,1.293852508027233,0.2336713662727371,0.31337394559125,4.283261160547402,0.2336713662727371,0.5599386367183442,31.337394559125,Spring
Spring,KLSV0,368,0.2625,0.2753885108105915,0.012888510810591483,0.2175812223465555,0.8669211249589145,0.5671151338753393,0.04909908880225327,3.3025566665101502,0.5671151338753393,0.7754540974963019,4.909908880225327,Spring
Spring,72486,4140,0.863792270531401,1.5136472068142082,0.6498549362828071,1.2491466774582591,2.733907011196701,-0.08873532479547808,0.7523277973800568,3.1650051806029875,-0.08873532479547808,0.5528537174285081,75.2327797380057,Spring
Spring,72282,1577,4.0916296766011415,0.620384106173203,-3.4712455704279384,4.489160818279371,13.279195525598212,-0.09400888126654183,-0.8483772591344221,3.2454539083871956,-0.09400888126654183,-0.012786908752173604,-84.83772591344221,Spring
Spring,72386,4140,0.19944444444444445,0.3576238353354225,0.15817939089097804,0.34500534082996936,1.498600681554358,-0.1309650827735076,0.79310001003833,7.513875283559455,-0.1309650827735076,0.5038356654281895,79.310001003833,Spring
Spring,KRTS0,368,1.1304347826086956,1.2153000661474607,0.08486528353876512,0.7829741750985911,1.9930081418744074,0.5189695751515723,0.07507313543813837,1.763045663965822,0.5189695751515723,0.7905993673904959,7.507313543813837,Spring
Spring,KHTH0,368,0.7953804347826087,0.7609085108537141,-0.034471923928894525,0.637626233632745,1.5209735056584,0.5415689411655475,-0.043340170843297526,1.9122591393313673,0.5415689411655475,0.7517769852230186,-4.334017084329753,Spring
Summer,KVGT0,1679,0.10696843359142348,0.22545717221622957,0.11848873862480608,0.24986960828786867,1.5015706230410015,-1.2955551617242644,1.1076981745604086,14.037511559498002,-1.2955551617242644,0.2943880414992973,110.76981745604085,Summer
Summer,KCXP0,384,0.9429687499999998,0.3721111706119218,-0.5708575793880782,1.0613682144274599,3.297767625756184,-0.10903165496002898,-0.6053833484811436,3.497218360371099,-0.10903165496002898,0.12510751583362062,-60.53833484811437,Summer
Summer,KP680,1284,0.44509345794392524,0.45619786590792705,0.011104407964001799,0.5794434013603469,1.9891257691129862,-0.006837904632425396,0.02494848613434525,4.469006977324715,-0.006837904632425396,0.4466376465875139,2.4948486134345247,Summer
Summer,72387,4135,0.3189117291414752,0.38337948703762337,0.06446775789614816,0.4632695773255455,2.3893239999618574,0.19200937999495982,0.2021492218856242,7.492117039389005,0.19200937999495982,0.4831151322234131,20.21492218856242,Summer
Summer,72477,2503,0.46915701158609674,0.4947886023902633,0.025631590804166632,0.5862185441326004,2.0397058055441666,0.06516170251907027,0.0546332894344112,4.347597403795493,0.06516170251907027,0.46951752007417524,5.46332894344112,Summer
Summer,KBAM0,363,0.18457300275482094,0.35113831960490055,0.16656531685007958,0.2809296436114431,1.0713065169790523,-0.14835057187505174,0.9024359703966998,5.8042427710954625,-0.14835057187505174,0.6098683772992565,90.24359703966998,Summer
Summer,KMEV0,363,0.35068870523415974,0.49290542210125526,0.14221671686709547,0.4216044831685101,1.7424801515066113,0.16885512799260927,0.40553549271606965,4.968737588349568,0.16885512799260927,0.5206824699117474,40.55354927160696,Summer
Summer,72583,4140,0.2471980676328502,0.2971364110511913,0.04993834341834104,0.3409778795267845,1.3424983792831187,-0.031881128679212,0.20201753151449278,5.430861139566262,-0.031881128679212,0.48137423276636426,20.20175315144928,Summer
Summer,70580,3369,0.2739388542594242,0.39910669956807854,0.12516784530865438,0.4239278003180189,1.3881842443686334,-0.016378235070035663,0.4569189195415067,5.0674967160883355,-0.016378235070035663,0.5015215439656037,45.69189195415068,Summer
Summer,72485,1999,0.2327163581790895,0.141523725448125,-0.09119263273096456,0.2644449173548366,1.4165557927096473,0.36738795922904144,-0.391861721472911,6.087048644941069,0.36738795922904144,0.6096792216779938,-39.186172147291096,Summer
Summer,72488,4140,0.2513526570048309,0.4375466354318918,0.18619397842706087,0.4775716865469364,1.7618705560494867,-0.2965090282926308,0.7407678941841553,7.009556123433477,-0.2965090282926308,0.33151276493121656,74.07678941841554,Summer
Summer,74614,778,0.2524421593830334,0.9583193596302371,0.7058772002472037,0.8822634256133676,3.2203806696038138,-2.778706681773181,2.7961937973132613,12.75690509649576,-2.778706681773181,0.42603800864494884,279.61937973132615,Summer
Summer,KBVU0,363,0.2,0.46980915590119227,0.26980915590119225,0.46716532738517996,1.3601381461074813,0.016345090276401852,1.3490457795059612,6.800690730537406,0.016345090276401852,0.5197197276030711,134.9045779505961,Summer
Summer,72385,1547,0.41596638655462187,0.21774575987268835,-0.19822062668193352,0.5668523162256938,2.0907546714814598,-0.30349264049987057,-0.4765303954575775,5.026258705177651,-0.30349264049987057,0.16050208734628107,-47.65303954575775,Summer
Summer,KTMT0,363,0.459228650137741,0.5334608411167455,0.07423219097900453,0.459449305886212,1.4419579830649072,0.4439284435683426,0.16164538287569674,3.1399564958162047,0.4439284435683426,0.7623169144659514,16.164538287569673,Summer
Summer,72580,2168,0.40539667896678966,0.15784795018922926,-0.24754872877756046,0.42513587770389405,2.0438536841194397,0.08141830984438048,-0.6106333416654353,5.041614275993794,0.08141830984438048,0.311425770248819,-61.06333416654353,Summer
Summer,72487,448,0.38504464285714285,0.5903803970015521,0.20533575414440927,0.6101407327466564,1.8726697605285623,0.21067920554651043,0.5332777846764948,4.863513349082875,0.21067920554651043,0.5855695867639319,53.32777846764949,Summer
Summer,KHND0,454,0.3114537444933921,0.37447388136147153,0.06302013686807946,0.48631272312075857,2.0651950810630377,-0.04159413088783359,0.20234188216483787,6.630824376256147,-0.04159413088783359,0.3729658587185189,20.234188216483783,Summer
Summer,KNFL0,1603,0.1399875233936369,0.13500010874706414,-0.004987414646572806,0.1789506932129339,0.9787501862230991,0.3875903205638803,-0.03562756541201519,6.991695849000125,0.3875903205638803,0.6264641346728536,-3.5627565412015185,Summer
Summer,KLSV0,363,0.36005509641873273,0.3196372237910758,-0.04041787262765704,0.36902159087982317,1.467132656550722,0.43390751969868513,-0.11225468832317909,4.074744868614477,0.43390751969868513,0.6722142474968053,-11.225468832317908,Summer
Summer,72486,4140,0.5861111111111111,0.7250092066088215,0.13889809549771043,0.8159032087661324,2.623318967061087,-0.1631836743524091,0.23698253260272867,4.475804872710859,-0.1631836743524091,0.41977989833613294,23.698253260272867,Summer
Summer,72282,1639,3.101708358755339,0.35510659722044136,-2.7466017615348974,3.2964744366474394,10.344142874913135,-0.09647471843559274,-0.8855125768939348,3.33498242854272,-0.09647471843559274,0.013760172868965855,-88.55125768939347,Summer
Summer,72386,4140,0.2168840579710145,0.2704391649183499,0.05355510694733536,0.3589517379159432,1.8324853174652251,-0.31696976208107075,0.2469296611671326,8.44914713699302,-0.31696976208107075,0.2734140408870062,24.69296611671326,Summer
Summer,KRTS0,363,0.48457300275482096,0.38552913233949915,-0.09904387041532178,0.46633401285425735,1.7384405993102408,0.19417148847539623,-0.20439411575191477,3.587572129332674,0.19417148847539623,0.490642138109807,-20.439411575191475,Summer
Summer,KHTH0,363,0.5666666666666668,0.5294859666307944,-0.03718070003587227,0.6434509285671743,1.967678070019504,0.07090527374779532,-0.06561300006330399,3.4723730647403004,0.07090527374779532,0.5446528383167427,-6.5613000063303994,Summer
Fall,KVGT0,1654,0.1316807738814994,0.16142391930733083,0.029743145425831417,0.18886068386259222,1.387180927757975,0.27279154311304454,0.22587310621820553,10.534422656160196,0.27279154311304454,0.5582816614398445,22.587310621820553,Fall
Fall,KCXP0,361,0.9770083102493075,1.0282420615226624,0.05123375127335492,0.7944536152534754,3.2656715380301966,0.6286723829933457,0.05243942219926603,3.3425217613521436,0.6286723829933457,0.8016087757161436,5.243942219926603,Fall
Fall,KP680,1320,0.5481818181818182,0.7535266961794309,0.20534487799761275,0.6127063123737696,1.8740202505753114,0.2043109342881151,0.37459264643013934,3.4186107390262728,0.2043109342881151,0.6841042313906822,37.45926464301394,Fall
Fall,72387,4030,0.30853598014888334,0.37340889715569986,0.06487291700681647,0.3916733965526518,1.8691604168699287,0.14606506211001646,0.21026045965696508,6.058160270215388,0.14606506211001646,0.5404211885216845,21.026045965696508,Fall
Fall,72477,2548,0.5149529042386186,0.759799317818241,0.24484641357962247,0.6354800478265359,1.9491264110489848,0.021184817556940017,0.47547341041146096,3.7850576140178434,0.021184817556940017,0.6084824429319837,47.5473410411461,Fall
Fall,KBAM0,361,0.5886426592797784,0.7867488899205877,0.1981062306408092,0.437359180739761,1.5063278316160678,0.5401222141923732,0.33654752593568055,2.5589851633571783,0.5401222141923732,0.8882865130464804,33.654752593568055,Fall
Fall,KMEV0,361,1.0152354570637119,1.3253168945974276,0.31008143753371575,0.9500389130539817,3.9178023451720505,-0.33740205601438156,0.30542810081765726,3.8590085855582816,-0.33740205601438156,0.7374866688550931,30.542810081765722,Fall
Fall,72583,4095,0.552161172161172,0.7848655886286583,0.23270441646748607,0.6179336430009431,1.9208642840723589,0.22597174803325748,0.4214429195676245,3.478810863418828,0.22597174803325748,0.6615197128481615,42.144291956762444,Fall
Fall,70580,3176,0.5206863979848867,0.761498025764128,0.2408116277792413,0.6406717780284819,1.9467923388863722,0.250592194696744,0.46248880076608234,3.7388960925821597,0.250592194696744,0.6374338488170889,46.24888007660823,Fall
Fall,72485,1965,0.18620865139949108,0.2393475446310052,0.053138893231514085,0.2823886181276176,1.6020949580268102,0.17082851212590966,0.28537284831900844,8.603762209682106,0.17082851212590966,0.4568964808595004,28.53728483190084,Fall
Fall,72488,4095,0.4330891330891331,0.9830722452831883,0.5499831121940554,0.7864273546618046,2.7923591424047696,-0.5024307847926099,1.2699074397714445,6.447539153170302,-0.5024307847926099,0.6665165031633793,126.99074397714443,Fall
Fall,74614,775,0.2238709677419355,0.4421982901321541,0.21832732239021865,0.38927151458137155,1.732459672191733,-0.23575557573668604,0.9752373190341179,7.738652714401113,-0.23575557573668604,0.5964476234560975,97.5237319034118,Fall
Fall,KBVU0,361,0.1523545706371191,0.22244604325505993,0.07009147261794078,0.23297086909847414,0.9941329494474728,-0.5852467142860565,0.46005493845593864,6.525127177282504,-0.5852467142860565,0.5372331821429802,46.00549384559386,Fall
Fall,72385,1537,0.8353285621340274,0.3561960943824038,-0.4791324677516236,1.0093364003325351,3.033859864920246,-0.3489574213646347,-0.5735856397961254,3.631935985966522,-0.3489574213646347,0.12419947358638155,-57.35856397961254,Fall
Fall,KTMT0,361,0.8540166204986148,0.8383071965934844,-0.015709423905130686,0.5898017889072185,1.8844514380113742,0.627419074826434,-0.018394751961570477,2.206574664684094,0.627419074826434,0.7958457451351387,-1.8394751961570477,Fall
Fall,72580,2154,0.6025998142989787,0.45470914395528084,-0.14789067034369782,0.7229159651993248,2.6656950218451887,-0.20238483507868454,-0.2454210353777543,4.423657224233079,-0.20238483507868454,0.2549083367607898,-24.54210353777543,Fall
Fall,72487,414,0.4896135265700483,0.8312494052374194,0.34163587866737105,0.6329851847786477,2.1266336463913436,-0.1403345890272678,0.6977664221425339,4.343494472649315,-0.1403345890272678,0.6491663248259654,69.77664221425339,Fall
Fall,KHND0,507,0.13313609467455623,0.2032332981363586,0.07009720346180234,0.26020152940562724,1.5518436477974147,-0.8008273116764426,0.5265078837797598,11.656070065678358,-0.8008273116764426,0.2810382555408389,52.650788377975985,Fall
Fall,KNFL0,1550,0.20038709677419356,0.25386243037363815,0.05347533359944455,0.22062898009078408,1.250270571584676,0.4049502145071826,0.26686016445311994,6.239276838236471,0.4049502145071826,0.685708910533589,26.68601644531199,Fall
Fall,KLSV0,361,0.3518005540166205,0.21913625181692287,-0.13266430219969766,0.2864066912317727,1.4772371401832307,0.6695507366710134,-0.3771008905046524,4.199075650442096,0.6695507366710134,0.8508732952039322,-37.71008905046524,Fall
Fall,72486,4095,0.6761416361416361,1.006949227359016,0.3308075912173798,0.8899955956540713,2.684694352306117,0.03494097350443437,0.4892578322866116,3.9706094238274883,0.03494097350443437,0.5539234904713619,48.92578322866116,Fall
Fall,72282,1641,3.230956733698964,0.4073882001029123,-2.8235685335960516,3.5753774288342135,13.353381072588817,-0.07643946518351408,-0.8739109701303509,4.132949517185637,-0.07643946518351408,-0.04836619827839451,-87.3910970130351,Fall
Fall,72386,4095,0.23907203907203908,0.3092503056296591,0.07017826655762002,0.31005404373063566,1.6585700799445924,0.01793290265949843,0.29354443468177116,6.937532663302457,0.01793290265949843,0.5482685823912268,29.35444346817712,Fall
Fall,KRTS0,362,1.2674033149171269,1.099586498896575,-0.16781681602055218,0.8882389642462852,3.575142671886014,0.6002994637229773,-0.13240995509904074,2.820840556283211,0.6002994637229773,0.7841254599368972,-13.240995509904074,Fall
Fall,KHTH0,361,0.7673130193905817,0.5831894516431079,-0.1841235677474738,0.5772426845541192,1.9893120836628149,0.5631695269332455,-0.23995887349039002,2.5925691776255455,0.5631695269332455,0.7639768193888437,-23.995887349039005,Fall
